Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcASKF	1795	334	3	10	1	1447	116	0	0	0
bcBTQD	1793	323	11	16	1	1442	110	0	0	0
bcBZOK	1792	327	1	14	0	1450	91	0	0	0
bcANCK	1792	371	2	8	0	1411	102	0	0	0
bcBFVT	1791	380	1	18	1	1391	114	0	0	0
bcBRJM	1791	311	4	15	0	1461	100	0	0	0
bcAQZI	1788	377	3	18	0	1390	109	0	0	0
bcBEXN	1786	405	9	10	1	1361	125	0	0	0
bcBGEF	1786	304	1	20	0	1461	101	0	0	0
bcBOLH	1785	343	3	16	0	1423	110	0	0	0
bcBDAI	1785	554	10	13	0	1208	130	0	0	0
bcCCLK	1785	388	4	8	1	1384	119	0	0	0
bcBZHT	1782	423	25	17	0	1317	136	0	0	0
bcBFQR	1781	278	3	14	1	1485	98	0	0	0
bcBQHM	1780	316	9	6	1	1448	115	0	0	0
bcBNOJ	1780	354	19	10	0	1397	106	0	0	0
bcACKH	1778	349	12	8	0	1409	126	0	0	0
bcAOTI	1776	328	1	11	0	1436	110	0	0	0
bcAAGH	1776	266	1	9	0	1500	74	0	0	0
bcBBXS	1775	289	6	21	0	1459	100	0	0	0
bcAXNJ	1774	322	1	7	0	1444	98	0	0	0
bcACFE	1773	313	1	15	1	1443	103	0	0	0
bcAPNV	1772	222	3	10	0	1537	90	0	0	0
bcABNI	1770	263	2	8	0	1497	87	0	0	0
bcCCNM	1767	277	2	5	0	1483	102	0	0	0
bcBCAH	1767	243	9	12	0	1503	95	0	0	0
bcAIET	1766	322	11	21	0	1412	106	0	0	0
bcBMIA	1764	355	1	10	0	1398	116	0	0	0
bcBSLB	1762	285	4	15	2	1456	94	0	0	0
bcBCUV	1758	266	1	45	0	1446	83	0	0	0
bcBPDQ	1758	339	3	14	0	1402	112	0	0	0
bcCAFU	1757	393	3	11	0	1350	102	0	0	0
bcAISY	1755	313	4	7	0	1431	117	0	0	0
bcAKXC	1753	312	2	20	0	1419	104	0	0	0
bcANGF	1753	150	2	7	0	1594	66	0	0	0
bcBAWN	1750	292	1	16	1	1440	93	0	0	0
bcBYYM	1749	336	2	12	0	1399	123	0	0	0
bcBXNE	1749	260	21	22	0	1446	90	0	0	0
bcCCJK	1748	286	4	7	0	1451	98	0	0	0
bcADNC	1748	219	0	11	0	1518	81	0	0	0
bcBYST	1748	297	12	30	0	1409	79	0	0	0
bcBQIP	1746	329	3	12	0	1402	108	0	0	0
bcAZQG	1745	364	6	22	0	1353	109	0	0	0
bcBRUF	1744	389	8	15	0	1332	123	0	0	0
bcBHSM	1743	323	5	16	0	1399	101	0	0	0
bcBPLY	1742	349	2	26	0	1365	115	0	0	0
bcAGAN	1742	346	2	12	0	1382	135	0	0	0
bcAGZM	1742	361	1	16	0	1364	96	0	0	0
bcBKCZ	1740	499	5	6	0	1230	122	0	0	0
bcAUNJ	1739	325	7	10	1	1396	116	0	0	0
bcAZCX	1739	273	1	18	0	1447	99	0	0	0
bcBTYL	1738	291	7	16	0	1424	113	0	0	0
bcBCII	1738	333	4	11	0	1390	113	0	0	0
bcBTDB	1736	370	30	9	0	1327	117	0	0	0
bcADXB	1736	340	5	10	0	1381	117	0	0	0
bcBMKB	1735	402	2	13	0	1318	110	0	0	0
bcBFPJ	1734	244	5	10	0	1475	98	0	0	0
bcBIRX	1733	290	8	25	0	1410	112	0	0	0
bcAZOW	1731	373	1	7	0	1350	110	0	0	0
bcAPJE	1730	391	9	9	0	1321	109	0	0	0
bcBUVC	1728	437	1	11	0	1279	105	0	0	0
bcAHDC	1728	296	2	16	0	1414	117	0	0	0
bcBICS	1727	332	9	6	1	1379	98	0	0	0
bcAIZH	1725	397	5	22	1	1300	110	0	0	0
bcAZPD	1722	338	3	15	0	1366	97	0	0	0
bcBIHH	1722	390	2	25	0	1305	102	0	0	0
bcBDRK	1722	274	9	6	0	1433	102	0	0	0
bcBYFG	1722	317	7	26	0	1372	91	0	0	0
bcBJVY	1719	325	24	14	0	1356	101	0	0	0
bcASJL	1718	337	2	18	0	1361	118	0	0	0
bcBTTU	1718	255	16	18	0	1429	85	0	0	0
bcAXLN	1717	421	4	15	0	1277	124	0	0	0
bcAZSQ	1716	284	8	15	0	1409	111	0	0	0
bcABMD	1715	310	30	1	1	1373	105	0	0	0
bcBVGN	1711	442	2	15	0	1252	95	0	0	0
bcARBI	1710	342	1	12	0	1355	95	0	0	0
bcBFXS	1708	200	1	2	0	1505	65	0	0	0
bcARST	1706	352	5	18	1	1330	106	0	0	0
bcBSLR	1706	389	2	18	0	1297	137	0	0	0
bcALSJ	1706	400	7	13	0	1286	114	0	0	0
bcBSLA	1706	264	3	19	0	1420	96	0	0	0
bcBIHS	1706	297	1	25	0	1383	92	0	0	0
bcBTLI	1705	259	14	10	1	1421	88	0	0	0
bcARRJ	1705	312	5	26	1	1361	114	0	0	0
bcAYMQ	1702	375	3	17	0	1307	101	0	0	0
bcBODH	1702	346	15	18	5	1318	116	0	0	0
bcBJTU	1702	373	15	11	1	1302	111	0	0	0
bcARCJ	1702	257	13	7	0	1425	80	0	0	0
bcBQGR	1698	276	3	13	1	1405	110	0	0	0
bcBUSW	1698	321	2	21	0	1354	90	0	0	0
bcAHPM	1695	374	7	18	0	1296	111	0	0	0
bcBHIY	1694	309	2	8	1	1374	101	0	0	0
bcASUW	1693	326	24	18	0	1325	121	0	0	0
bcBPNO	1693	302	8	7	0	1376	102	0	0	0
bcBSPM	1692	346	1	16	0	1329	121	0	0	0
bcBHGE	1692	255	2	11	0	1424	93	0	0	0
bcBTHY	1692	320	2	12	1	1357	88	0	0	0
bcAQIT	1692	340	7	20	1	1324	99	0	0	0
bcAVEY	1690	284	4	18	0	1384	111	0	0	0
bcAZPE	1682	301	15	4	2	1360	87	0	0	0
bcBVKZ	1681	318	5	14	0	1344	83	0	0	0
bcBOMT	1681	344	2	21	0	1314	105	0	0	0
bcCCHF	1680	300	6	18	1	1355	119	0	0	0
bcCACE	1679	285	9	7	1	1377	99	0	0	0
bcAEOM	1677	398	4	12	0	1263	117	0	0	0
bcARCO	1677	343	9	20	0	1305	110	0	0	0
bcASLG	1677	270	1	6	1	1399	100	0	0	0
bcAXMQ	1676	260	3	24	0	1389	97	0	0	0
bcAJYV	1675	314	6	17	0	1338	110	0	0	0
bcAFOW	1674	308	15	14	0	1337	99	0	0	0
bcBRMH	1673	253	3	10	0	1407	109	0	0	0
bcAOBA	1672	334	4	3	0	1331	94	0	0	0
bcAPEG	1672	355	6	25	0	1286	125	0	0	0
bcAFGX	1671	281	8	4	1	1377	103	0	0	0
bcAVIF	1671	349	21	14	0	1287	103	0	0	0
bcCBTJ	1670	262	4	12	1	1391	98	0	0	0
bcATNQ	1669	273	18	10	1	1367	93	0	0	0
bcBQSF	1667	357	3	12	0	1295	103	0	0	0
bcAACR	1666	283	2	26	0	1355	72	0	0	0
bcBFWY	1665	295	2	10	0	1358	88	0	0	0
bcAAKC	1665	181	3	6	1	1474	71	0	0	0
bcADML	1663	160	7	16	0	1480	75	0	0	0
bcBWRX	1660	265	20	7	0	1368	99	0	0	0
bcAMPD	1659	366	26	16	0	1251	122	0	0	0
bcBCRH	1659	323	8	11	0	1317	121	0	0	0
bcBVVD	1658	260	2	13	0	1383	102	0	0	0
bcAFNE	1657	283	10	10	0	1354	80	0	0	0
bcBUAB	1657	300	0	13	0	1344	89	0	0	0
bcBINN	1657	306	9	25	0	1317	115	0	0	0
bcBRRD	1657	392	10	14	1	1240	125	0	0	0
bcBTCN	1655	295	3	7	0	1350	87	0	0	0
bcBQBJ	1655	322	2	9	0	1322	123	0	0	0
bcBGJR	1655	289	5	7	0	1354	108	0	0	0
bcBGSJ	1654	327	2	17	1	1307	95	0	0	0
bcBNOY	1653	289	3	2	0	1359	97	0	0	0
bcBUOJ	1652	345	20	25	0	1262	95	0	0	0
bcAVLO	1650	324	4	20	0	1302	102	0	0	0
bcBMAJ	1650	284	6	18	1	1341	101	0	0	0
bcBKZM	1650	236	1	10	0	1403	81	0	0	0
bcBVUA	1650	270	2	15	0	1363	91	0	0	0
bcBNJC	1648	277	11	9	0	1351	105	0	0	0
bcAYFH	1646	197	5	14	0	1430	85	0	0	0
bcBBVS	1645	317	12	9	0	1307	117	0	0	0
bcBGJI	1645	311	12	13	0	1309	92	0	0	0
bcCCHT	1643	366	5	18	0	1254	103	0	0	0
bcBHSU	1642	259	11	10	0	1362	95	0	0	0
bcAZUK	1642	288	1	33	0	1320	101	0	0	0
bcAFGG	1641	342	22	14	1	1262	101	0	0	0
bcAUCS	1641	332	10	45	1	1253	101	0	0	0
bcCAGR	1641	250	4	10	3	1374	97	0	0	0
bcAYEV	1640	363	6	6	0	1265	108	0	0	0
bcADIZ	1638	357	5	18	0	1258	106	0	0	0
bcAMTP	1638	267	16	9	1	1345	96	0	0	0
bcAGIS	1636	340	3	11	0	1282	118	0	0	0
bcCCLJ	1636	289	22	17	0	1308	102	0	0	0
bcBYXF	1635	326	9	18	0	1282	97	0	0	0
bcBCTN	1635	372	3	6	1	1253	100	0	0	0
bcBABE	1634	238	1	16	0	1379	68	0	0	0
bcBYXC	1633	338	9	16	0	1270	104	0	0	0
bcACNA	1633	358	4	1	0	1270	101	0	0	0
bcAXTX	1633	240	6	4	0	1383	75	0	0	0
bcBQGX	1633	314	1	15	0	1303	100	0	0	0
bcBGCZ	1633	365	2	12	0	1254	76	0	0	0
bcCCGN	1633	353	3	14	0	1263	106	0	0	0
bcAORN	1632	294	2	5	0	1331	101	0	0	0
bcBGMQ	1631	308	2	21	0	1300	102	0	0	0
bcBGBH	1630	267	2	15	0	1346	92	0	0	0
bcBHLQ	1629	355	4	3	0	1267	106	0	0	0
bcAFMK	1628	377	6	7	0	1238	104	0	0	0
bcBVBN	1628	328	3	5	0	1292	90	0	0	0
bcBNDB	1627	278	2	2	0	1345	81	0	0	0
bcABPJ	1627	384	19	10	2	1212	112	0	0	0
bcBXKU	1627	221	1	15	0	1390	91	0	0	0
bcBMVV	1627	368	8	13	0	1238	111	0	0	0
bcAKWK	1626	271	7	39	0	1309	87	0	0	0
bcARIE	1626	294	10	14	0	1308	83	0	0	0
bcBCNS	1624	269	7	8	0	1340	104	0	0	0
bcAGLX	1624	301	4	28	0	1291	93	0	0	0
bcBAHC	1622	234	1	9	0	1378	78	0	0	0
bcATXQ	1622	226	4	9	0	1383	101	0	0	0
bcBQQA	1621	327	6	24	0	1264	90	0	0	0
bcAKJF	1620	239	15	14	0	1352	86	0	0	0
bcAGXK	1620	358	4	11	1	1246	124	0	0	0
bcBTKA	1619	403	2	14	0	1200	108	0	0	0
bcBCLP	1617	311	1	19	1	1285	107	0	0	0
bcAIIQ	1614	250	1	4	0	1359	87	0	0	0
bcBAXH	1614	284	4	8	0	1318	91	0	0	0
bcAFIR	1614	335	2	5	2	1270	105	0	0	0
bcARUD	1613	213	6	8	0	1386	75	0	0	0
bcBQWB	1611	290	5	4	0	1312	95	0	0	0
bcBJVD	1611	274	0	9	1	1327	79	0	0	0
bcABGA	1610	239	0	15	0	1356	90	0	0	0
bcAYOT	1610	285	4	11	0	1310	80	0	0	0
bcBIWI	1609	217	2	10	0	1380	64	0	0	0
bcATQL	1608	239	10	9	0	1350	91	0	0	0
bcAOPB	1607	308	1	6	0	1292	103	0	0	0
bcCAFN	1606	348	1	23	1	1233	101	0	0	0
bcAVPG	1606	374	10	11	0	1211	112	0	0	0
bcBSDJ	1606	270	14	8	0	1314	88	0	0	0
bcARSB	1606	277	8	23	0	1298	94	0	0	0
bcAVXC	1605	289	16	16	0	1284	112	0	0	0
bcBZCM	1603	208	6	9	0	1380	75	0	0	0
bcBUOI	1602	229	1	6	0	1366	97	0	0	0
bcBSBQ	1601	186	2	44	0	1369	77	0	0	0
bcABFF	1600	281	4	11	0	1304	89	0	0	0
bcBZCW	1600	449	8	12	0	1131	110	0	0	0
bcBLCM	1600	274	0	7	0	1319	86	0	0	0
bcAXCD	1599	274	1	20	0	1304	104	0	0	0
bcBPQE	1599	256	4	10	1	1328	91	0	0	0
bcALWT	1599	317	3	14	0	1265	115	0	0	0
bcALLS	1598	341	2	20	1	1234	104	0	0	0
bcAXBY	1598	371	4	9	0	1214	126	0	0	0
bcALAB	1596	361	3	12	0	1220	102	0	0	0
bcBTIR	1596	258	2	7	0	1329	89	0	0	0
bcACKS	1596	257	2	10	0	1327	87	0	0	0
bcBNZB	1595	289	2	16	0	1288	93	0	0	0
bcAOQS	1595	260	2	4	0	1329	93	0	0	0
bcBAFI	1595	257	4	11	0	1323	83	0	0	0
bcAJNI	1595	322	2	10	0	1261	92	0	0	0
bcBKPU	1594	347	2	16	0	1229	109	0	0	0
bcAYEK	1592	433	8	8	0	1143	126	0	0	0
bcCCGW	1592	312	4	4	0	1272	103	0	0	0
bcAONO	1591	249	10	22	1	1309	82	0	0	0
bcBYWF	1591	330	8	7	0	1246	93	0	0	0
bcBNLK	1590	283	4	16	0	1287	110	0	0	0
bcBYLW	1589	297	15	18	0	1259	85	0	0	0
bcATQB	1588	249	16	18	0	1305	99	0	0	0
bcAJRN	1588	461	3	5	1	1118	125	0	0	0
bcABZO	1588	270	3	16	0	1299	92	0	0	0
bcADEV	1587	237	4	17	0	1329	96	0	0	0
bcBCUA	1587	319	3	8	0	1257	109	0	0	0
bcALND	1585	348	11	7	0	1219	89	0	0	0
bcBKDY	1583	261	3	25	0	1294	82	0	0	0
bcBZHX	1581	343	3	28	0	1207	103	0	0	0
bcAQJN	1580	300	1	6	0	1273	96	0	0	0
bcACOP	1579	271	1	7	0	1300	91	0	0	0
bcAWOJ	1579	615	6	44	0	914	148	0	0	0
bcALRS	1579	422	2	10	0	1145	109	0	0	0
bcACAY	1578	289	2	4	1	1282	100	0	0	0
bcBDWL	1578	345	8	12	0	1213	94	0	0	0
bcBWTJ	1577	368	3	11	0	1195	100	0	0	0
bcBIFP	1576	295	3	17	1	1260	96	0	0	0
bcAYGM	1576	287	2	15	1	1271	108	0	0	0
bcATTO	1575	382	16	24	1	1152	101	0	0	0
bcABAJ	1574	357	1	5	0	1211	109	0	0	0
bcBAHY	1574	275	2	11	0	1286	94	0	0	0
bcAGLW	1574	292	7	14	1	1260	87	0	0	0
bcAYWJ	1574	253	3	19	0	1299	93	0	0	0
bcBTEN	1571	248	0	11	0	1312	76	0	0	0
bcBJYF	1571	276	4	14	0	1277	80	0	0	0
bcBQLY	1570	323	0	8	0	1239	98	0	0	0
bcALLZ	1569	388	3	10	0	1168	106	0	0	0
bcAXPM	1569	333	3	25	0	1208	97	0	0	0
bcARDE	1568	255	15	16	0	1282	90	0	0	0
bcBDDS	1568	282	1	9	0	1276	95	0	0	0
bcAYUG	1567	328	19	16	0	1204	102	0	0	0
bcBROC	1566	323	14	5	1	1223	103	0	0	0
bcAISA	1563	304	2	9	0	1248	91	0	0	0
bcAODT	1562	259	21	20	0	1262	76	0	0	0
bcAKGL	1561	271	2	11	1	1276	96	0	0	0
bcARUB	1561	289	4	13	0	1255	97	0	0	0
bcARAN	1561	300	3	11	0	1247	103	0	0	0
bcAJPP	1558	252	1	7	0	1298	91	0	0	0
bcBNJY	1556	354	22	6	0	1174	109	0	0	0
bcBSFE	1555	195	4	7	0	1349	64	0	0	0
bcBPAF	1552	377	3	13	0	1159	116	0	0	0
bcBSPU	1550	255	2	6	0	1287	86	0	0	0
bcALYB	1550	258	4	14	0	1274	94	0	0	0
bcAKLE	1548	270	6	11	0	1261	109	0	0	0
bcALNW	1547	241	0	9	0	1297	77	0	0	0
bcABHF	1547	423	7	9	0	1108	120	0	0	0
bcBICM	1546	257	10	12	0	1267	99	0	0	0
bcBVVK	1546	214	5	10	0	1317	85	0	0	0
bcAHVZ	1545	248	1	6	0	1290	102	0	0	0
bcAONJ	1544	317	9	6	0	1212	94	0	0	0
bcAYGW	1544	378	5	8	0	1153	93	0	0	0
bcBSHO	1543	233	7	20	0	1283	81	0	0	0
bcAQGU	1542	258	1	5	1	1277	75	0	0	0
bcAQJM	1542	293	1	6	0	1242	90	0	0	0
bcAKCP	1541	311	7	12	0	1211	95	0	0	0
bcAITP	1540	260	14	14	0	1252	79	0	0	0
bcAHDJ	1540	231	4	14	1	1290	83	0	0	0
bcBVJT	1539	292	2	6	0	1239	98	0	0	0
bcAQFW	1538	232	1	12	0	1293	80	0	0	0
bcBGKK	1537	290	6	18	2	1221	88	0	0	0
bcBEWX	1537	198	9	11	0	1319	56	0	0	0
bcBETN	1537	321	4	3	0	1209	96	0	0	0
bcARBT	1536	259	13	18	0	1246	86	0	0	0
bcBPII	1536	205	4	6	2	1319	67	0	0	0
bcBKEG	1536	348	5	17	0	1166	104	0	0	0
bcBVZQ	1535	206	3	9	0	1317	74	0	0	0
bcBCAG	1535	243	3	2	0	1287	94	0	0	0
bcBATO	1535	459	4	12	0	1060	136	0	0	0
bcAYNV	1532	239	5	7	0	1281	79	0	0	0
bcAHKR	1530	319	3	8	0	1200	88	0	0	0
bcBSLK	1530	269	0	17	0	1244	92	0	0	0
bcAWVT	1530	229	3	21	1	1276	91	0	0	0
bcAKGX	1528	225	4	18	0	1281	96	0	0	0
bcBVPZ	1528	184	7	15	0	1322	71	0	0	0
bcBCEE	1527	382	11	9	0	1125	72	0	0	0
bcADUL	1527	307	13	6	0	1201	117	0	0	0
bcASWS	1527	267	4	41	0	1215	90	0	0	0
bcBVYC	1525	308	8	14	0	1195	114	0	0	0
bcBOSI	1524	268	8	17	1	1230	108	0	0	0
bcBOWX	1523	316	8	10	0	1189	119	0	0	0
bcAIUO	1522	268	6	20	0	1228	86	0	0	0
bcAVIY	1519	250	3	19	0	1247	70	0	0	0
bcAVCS	1518	347	5	10	0	1156	114	0	0	0
bcAVAU	1515	208	3	12	0	1292	84	0	0	0
bcBCZV	1515	200	2	10	1	1302	91	0	0	0
bcAPBZ	1513	275	5	10	1	1222	83	0	0	0
bcBETK	1512	295	3	10	0	1204	86	0	0	0
bcBORC	1510	407	5	6	0	1092	101	0	0	0
bcCBAD	1510	217	3	16	0	1274	92	0	0	0
bcBMPS	1509	364	5	8	0	1132	98	0	0	0
bcAYHM	1508	275	5	13	1	1214	98	0	0	0
bcBBRE	1507	243	2	13	0	1249	95	0	0	0
bcBSNB	1507	256	2	6	1	1242	80	0	0	0
bcASZK	1506	194	6	10	1	1295	87	0	0	0
bcBQJB	1504	227	11	10	0	1256	98	0	0	0
bcBJYZ	1503	256	8	19	0	1220	76	0	0	0
bcBQTY	1503	158	1	17	0	1327	69	0	0	0
bcBNHC	1502	235	2	8	0	1257	113	0	0	0
bcAXLQ	1502	245	9	4	0	1244	109	0	0	0
bcARKZ	1501	301	2	19	0	1179	100	0	0	0
bcAFGO	1501	252	4	5	0	1240	74	0	0	0
bcAMIJ	1500	241	2	8	0	1249	75	0	0	0
bcBKKQ	1500	205	12	10	0	1273	89	0	0	0
bcBTCH	1499	256	18	4	0	1221	96	0	0	0
bcBUXA	1499	232	1	12	0	1254	93	0	0	0
bcBRGW	1498	260	3	8	0	1227	79	0	0	0
bcACEM	1498	330	2	13	1	1152	89	0	0	0
bcBJCS	1497	278	1	5	0	1213	97	0	0	0
bcBGOQ	1497	247	25	3	0	1222	89	0	0	0
bcAPRK	1496	271	6	9	0	1210	97	0	0	0
bcBKCR	1496	214	8	6	0	1268	79	0	0	0
bcAXNE	1496	251	4	3	0	1238	78	0	0	0
bcAMIF	1495	258	4	26	0	1207	97	0	0	0
bcAFID	1494	253	3	9	0	1229	89	0	0	0
bcBUIL	1488	307	3	16	0	1162	92	0	0	0
bcBGDB	1483	230	2	4	0	1247	84	0	0	0
bcAHMW	1482	330	10	20	0	1122	115	0	0	0
bcAPFF	1481	281	3	7	0	1190	94	0	0	0
bcAZTZ	1480	319	5	7	0	1149	107	0	0	0
bcBVUU	1479	340	2	14	0	1123	109	0	0	0
bcBUMV	1478	220	2	11	1	1244	82	0	0	0
bcADWE	1476	333	0	16	1	1126	96	0	0	0
bcBVXV	1474	301	3	16	0	1154	109	0	0	0
bcBPFW	1472	339	3	9	0	1121	102	0	0	0
bcAHOX	1469	207	3	12	0	1247	85	0	0	0
bcBYZN	1468	234	3	5	1	1225	78	0	0	0
bcAVDK	1467	305	4	18	0	1140	78	0	0	0
bcBFRH	1466	449	3	12	0	1002	119	0	0	0
bcAESH	1464	216	3	9	0	1236	83	0	0	0
bcBRFP	1464	284	6	8	0	1166	98	0	0	0
bcBNJW	1463	317	2	4	0	1140	104	0	0	0
bcASIV	1463	236	8	10	0	1209	89	0	0	0
bcCAMP	1463	214	2	12	0	1235	88	0	0	0
bcARRY	1463	253	5	9	0	1196	92	0	0	0
bcBYPM	1462	249	0	4	0	1209	74	0	0	0
bcBNKL	1462	267	4	12	0	1179	97	0	0	0
bcBVGV	1461	233	3	8	0	1217	59	0	0	0
bcBIPR	1459	268	2	13	0	1176	93	0	0	0
bcASVF	1458	270	16	9	0	1163	95	0	0	0
bcBAIF	1457	259	2	8	0	1188	83	0	0	0
bcBRDR	1457	284	5	11	0	1157	92	0	0	0
bcAORX	1457	317	8	12	0	1120	103	0	0	0
bcABCE	1456	248	4	9	0	1195	94	0	0	0
bcBIYB	1456	215	1	33	0	1207	81	0	0	0
bcBXDO	1455	333	3	7	0	1112	87	0	0	0
bcBUGQ	1454	231	12	44	0	1167	86	0	0	0
bcAFIM	1454	264	2	7	0	1181	94	0	0	0
bcBOMD	1453	296	1	20	1	1135	95	0	0	0
bcAHEM	1452	284	10	15	0	1143	95	0	0	0
bcAKEU	1452	283	11	14	0	1144	93	0	0	0
bcCAZQ	1450	196	22	10	1	1221	68	0	0	0
bcBCQO	1450	258	2	17	0	1173	96	0	0	0
bcBRIR	1448	268	10	18	1	1151	100	0	0	0
bcBCEU	1447	209	8	13	1	1216	88	0	0	0
bcAFHQ	1446	292	10	9	1	1134	88	0	0	0
bcARLN	1442	325	3	16	0	1098	93	0	0	0
bcBHOV	1441	292	1	12	0	1136	90	0	0	0
bcBVLQ	1441	317	10	3	1	1110	91	0	0	0
bcAFIC	1440	208	2	3	0	1227	74	0	0	0
bcBWTF	1441	301	8	6	1	1125	81	0	0	0
bcBYAO	1439	272	12	7	0	1148	72	0	0	0
bcARRS	1439	241	3	9	0	1186	80	0	0	0
bcANYS	1439	292	1	7	0	1139	81	0	0	0
bcBJYO	1438	266	1	9	0	1162	69	0	0	0
bcAXJJ	1437	284	2	3	0	1148	98	0	0	0
bcBZSP	1434	298	2	5	1	1128	102	0	0	0
bcBMGE	1434	288	0	15	0	1131	95	0	0	0
bcBALT	1433	264	2	5	0	1162	86	0	0	0
bcAKGU	1432	284	1	11	0	1136	84	0	0	0
bcBCVC	1431	269	7	26	0	1129	92	0	0	0
bcBBOW	1431	254	3	15	0	1159	85	0	0	0
bcAHPS	1430	273	5	13	0	1139	88	0	0	0
bcBIEV	1430	256	4	9	0	1161	95	0	0	0
bcBOXO	1429	240	12	13	0	1164	77	0	0	0
bcALHF	1428	352	11	8	0	1057	98	0	0	0
bcAABM	1428	268	5	9	0	1146	82	0	0	0
bcAXMV	1425	235	2	17	0	1171	83	0	0	0
bcBWCP	1425	238	1	7	0	1179	89	0	0	0
bcAWVL	1424	251	6	15	2	1150	86	0	0	0
bcADRR	1424	248	4	16	0	1156	85	0	0	0
bcBVXU	1424	267	2	8	0	1147	96	0	0	0
bcARSV	1422	274	3	22	3	1120	75	0	0	0
bcALBR	1421	242	11	7	0	1161	105	0	0	0
bcAMQE	1421	306	5	14	1	1095	116	0	0	0
bcBEFX	1419	297	4	13	0	1105	91	0	0	0
bcAZKK	1418	330	1	14	0	1073	90	0	0	0
bcAOQE	1418	284	12	20	0	1102	99	0	0	0
bcAORU	1416	262	10	7	0	1137	102	0	0	0
bcAFRW	1415	246	10	21	0	1138	83	0	0	0
bcBVRV	1415	272	4	11	0	1128	94	0	0	0
bcAXYI	1414	240	1	17	0	1156	78	0	0	0
bcBWWY	1414	324	3	4	0	1083	104	0	0	0
bcAILQ	1413	276	1	12	1	1123	95	0	0	0
bcBMVH	1412	583	2	67	0	760	170	0	0	0
bcBOYE	1411	296	7	8	0	1100	95	0	0	0
bcBRMO	1409	322	12	4	0	1071	117	0	0	0
bcAJBJ	1409	282	3	7	0	1117	99	0	0	0
bcBTLC	1409	318	9	14	0	1068	99	0	0	0
bcBRHY	1408	181	1	7	0	1219	65	0	0	0
bcBLYE	1406	316	1	20	0	1069	101	0	0	0
bcAQIW	1406	302	2	7	1	1094	83	0	0	0
bcARZG	1405	238	1	17	1	1148	92	0	0	0
bcBIJN	1405	256	12	22	0	1115	87	0	0	0
bcCCMC	1404	276	8	4	1	1115	93	0	0	0
bcBIID	1404	244	13	7	0	1140	99	0	0	0
bcBNOZ	1404	241	11	18	0	1134	87	0	0	0
bcADFF	1404	273	6	17	0	1108	101	0	0	0
bcBGXD	1402	219	1	8	0	1174	63	0	0	0
bcAHHU	1401	296	2	9	0	1094	86	0	0	0
bcBSCE	1400	192	5	9	1	1193	67	0	0	0
bcAGHA	1400	350	4	5	0	1041	117	0	0	0
bcAWCN	1399	269	7	13	0	1110	93	0	0	0
bcARTZ	1399	262	0	10	0	1127	79	0	0	0
bcBFXJ	1398	291	13	6	0	1088	86	0	0	0
bcBUNQ	1398	231	1	11	0	1155	89	0	0	0
bcBPQP	1397	215	1	7	0	1174	68	0	0	0
bcALUW	1397	259	3	6	0	1129	98	0	0	0
bcBQFL	1397	252	7	15	0	1123	106	0	0	0
bcAKJP	1396	232	13	8	0	1143	80	0	0	0
bcBGLC	1395	254	2	17	0	1122	87	0	0	0
bcAMKF	1395	291	5	18	0	1081	100	0	0	0
bcBQJS	1394	242	3	10	0	1139	73	0	0	0
bcBQTG	1392	267	4	8	0	1113	81	0	0	0
bcALGV	1391	265	15	10	0	1101	81	0	0	0
bcBZJR	1390	209	9	4	0	1168	87	0	0	0
bcAQST	1387	260	2	6	0	1119	82	0	0	0
bcAQUC	1383	288	3	15	0	1077	98	0	0	0
bcAORH	1383	220	2	7	0	1154	79	0	0	0
bcABGK	1381	231	3	13	1	1133	89	0	0	0
bcAEOE	1381	281	2	13	0	1085	104	0	0	0
bcADLQ	1380	236	15	11	0	1118	75	0	0	0
bcBJSS	1380	256	21	33	0	1070	96	0	0	0
bcACEJ	1380	245	4	5	1	1125	88	0	0	0
bcAXGN	1380	320	5	10	0	1045	97	0	0	0
bcAPSF	1379	177	0	11	0	1191	64	0	0	0
bcAVZK	1378	334	7	5	0	1032	106	0	0	0
bcBLBA	1378	258	14	7	0	1099	79	0	0	0
bcBPPP	1377	251	1	20	0	1105	61	0	0	0
bcBKJW	1377	254	3	16	1	1103	111	0	0	0
bcANJV	1376	253	14	20	0	1089	96	0	0	0
bcAOPI	1376	239	4	6	2	1125	96	0	0	0
bcBCLA	1374	334	3	3	0	1034	90	0	0	0
bcAACM	1373	235	10	3	0	1125	66	0	0	0
bcAXJW	1372	281	2	19	1	1069	92	0	0	0
bcBZDG	1371	277	0	10	1	1083	88	0	0	0
bcAVLY	1371	220	1	8	0	1142	83	0	0	0
bcBMIN	1370	231	2	22	0	1115	72	0	0	0
bcAXIG	1369	241	8	12	0	1108	92	0	0	0
bcBHUJ	1368	210	0	6	0	1152	78	0	0	0
bcBFMU	1367	374	5	24	0	964	113	0	0	0
bcASVX	1367	206	11	15	0	1135	90	0	0	0
bcAXHU	1366	280	0	29	0	1057	86	0	0	0
bcBITW	1366	222	1	4	0	1139	75	0	0	0
bcCAQS	1365	264	3	9	0	1089	79	0	0	0
