Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcBPYT	1881	775	7	134	0	965	243	0	0	0
bcAUEX	1881	734	12	71	3	1061	234	0	0	0
bcAFXN	1878	774	27	119	3	955	220	0	0	0
bcAZVE	1877	808	9	72	1	987	261	0	0	0
bcAPCR	1877	771	18	74	1	1013	242	0	0	0
bcAFDG	1873	809	4	67	1	992	256	0	0	0
bcAJOG	1872	796	5	86	4	981	228	0	0	0
bcBAXK	1871	715	3	95	2	1056	234	0	0	0
bcBNFQ	1869	581	3	63	1	1221	230	0	0	0
bcAYIE	1869	824	3	52	2	988	252	0	0	0
bcBMKG	1868	633	2	148	2	1083	240	0	0	0
bcBUDS	1868	711	14	132	6	1005	203	0	0	0
bcAZOC	1868	766	2	101	1	998	230	0	0	0
bcBMWL	1866	861	16	83	3	903	256	0	0	0
bcAWOZ	1866	755	12	77	0	1022	224	0	0	0
bcBQRE	1865	740	5	84	2	1034	221	0	0	0
bcBIHU	1864	758	5	91	7	1003	240	0	0	0
bcACPA	1861	723	12	77	3	1046	222	0	0	0
bcADNP	1860	739	17	61	1	1042	239	0	0	0
bcBMZS	1859	799	15	49	2	994	219	0	0	0
bcBESP	1859	818	6	79	3	953	229	0	0	0
bcBIKT	1857	630	4	103	2	1118	215	0	0	0
bcBPBO	1853	748	6	74	0	1025	231	0	0	0
bcBGPJ	1853	790	8	83	9	963	267	0	0	0
bcBMJL	1853	890	11	86	1	865	282	0	0	0
bcBJGW	1852	694	17	90	4	1047	222	0	0	0
bcAAFI	1851	759	30	105	2	955	187	0	0	0
bcBNGK	1850	769	5	66	0	1010	251	0	0	0
bcBFGT	1848	656	4	79	0	1109	238	0	0	0
bcBVXI	1847	729	19	91	4	1004	247	0	0	0
bcBSTD	1846	507	3	58	2	1276	184	0	0	0
bcCBMC	1846	737	5	68	2	1034	221	0	0	0
bcARJR	1844	830	6	68	2	938	218	0	0	0
bcAKIJ	1843	785	4	55	0	999	225	0	0	0
bcAWCY	1843	672	9	43	1	1118	209	0	0	0
bcAZPP	1841	801	4	71	4	961	198	0	0	0
bcBNNZ	1839	729	3	86	4	1017	205	0	0	0
bcBMYL	1837	631	25	63	7	1111	185	0	0	0
bcASXP	1835	785	3	47	2	998	258	0	0	0
bcBBSI	1834	744	2	69	0	1019	250	0	0	0
bcCAHG	1834	800	2	63	5	964	251	0	0	0
bcBDBI	1834	777	8	59	1	989	219	0	0	0
bcBCCS	1833	792	42	106	3	890	238	0	0	0
bcAOPU	1831	607	2	91	7	1124	217	0	0	0
bcADWO	1830	753	4	95	1	977	269	0	0	0
bcALNZ	1828	770	2	74	3	979	255	0	0	0
bcBSSN	1828	712	8	55	2	1051	219	0	0	0
bcBNUT	1827	722	2	128	2	973	247	0	0	0
bcAPRI	1827	709	3	65	3	1047	207	0	0	0
bcBJCL	1826	718	5	34	2	1067	224	0	0	0
bcABVE	1825	751	6	75	4	989	208	0	0	0
bcBSIS	1824	886	4	66	0	868	270	0	0	0
bcBAIU	1822	708	5	73	3	1033	201	0	0	0
bcAJPS	1822	781	7	68	4	962	226	0	0	0
bcACDM	1817	793	5	86	3	930	219	0	0	0
bcBNUJ	1815	639	11	71	23	1071	225	0	0	0
bcAOZV	1814	693	17	85	2	1017	216	0	0	0
bcBUES	1814	760	10	72	0	972	246	0	0	0
bcAFLS	1811	678	11	67	1	1054	203	0	0	0
bcAZAC	1811	788	17	97	3	906	241	0	0	0
bcAIVV	1811	704	10	70	2	1025	208	0	0	0
bcAKGD	1809	607	2	81	3	1116	208	0	0	0
bcAGMH	1807	826	3	80	5	893	245	0	0	0
bcBGVX	1806	799	12	97	0	898	237	0	0	0
bcAMKT	1806	649	40	101	0	1016	224	0	0	0
bcBIRI	1806	666	3	73	4	1060	211	0	0	0
bcBIIR	1805	748	5	123	1	928	239	0	0	0
bcAXUO	1805	711	8	88	4	994	229	0	0	0
bcBHKD	1803	701	4	83	2	1013	217	0	0	0
bcAXCQ	1802	832	3	78	0	889	249	0	0	0
bcAZFI	1803	704	6	82	2	1009	235	0	0	0
bcBDPE	1802	749	6	58	7	982	243	0	0	0
bcAPOV	1802	702	6	45	2	1047	181	0	0	0
bcARDN	1801	705	9	74	0	1013	217	0	0	0
bcAIHQ	1797	759	5	75	1	957	239	0	0	0
bcAIOW	1797	737	3	103	4	950	253	0	0	0
bcASKF	1795	781	3	99	0	912	234	0	0	0
bcBTQD	1793	707	5	112	2	967	241	0	0	0
bcBZOK	1792	657	2	67	3	1063	184	0	0	0
bcANCK	1792	699	7	32	2	1052	178	0	0	0
bcBFVT	1791	672	8	87	1	1023	208	0	0	0
bcBRJM	1791	687	5	81	2	1016	204	0	0	0
bcAQZI	1788	732	10	60	2	984	253	0	0	0
bcBEXN	1786	556	8	89	1	1132	204	0	0	0
bcBGEF	1786	668	8	96	1	1013	205	0	0	0
bcBOLH	1785	776	15	65	1	928	247	0	0	0
bcBDAI	1785	547	3	58	0	1177	154	0	0	0
bcCCLK	1785	614	7	105	0	1059	235	0	0	0
bcBZHT	1782	649	3	64	1	1065	218	0	0	0
bcBFQR	1781	787	5	66	0	923	243	0	0	0
bcBQHM	1780	696	5	68	2	1009	212	0	0	0
bcBNOJ	1780	677	29	103	0	971	210	0	0	0
bcACKH	1778	636	8	122	6	1006	216	0	0	0
bcAOTI	1776	688	32	82	0	974	211	0	0	0
bcAAGH	1776	645	8	85	2	1036	204	0	0	0
bcBBXS	1775	762	6	70	2	935	226	0	0	0
bcAXNJ	1774	769	8	107	1	889	256	0	0	0
bcACFE	1773	743	6	87	3	934	243	0	0	0
bcAPNV	1772	809	4	73	6	880	235	0	0	0
bcABNI	1770	743	2	64	3	958	218	0	0	0
bcCCNM	1767	694	7	68	1	997	211	0	0	0
bcBCAH	1767	707	7	98	3	952	211	0	0	0
bcAIET	1766	731	5	83	4	943	200	0	0	0
bcBMIA	1764	678	3	77	1	1005	219	0	0	0
bcBSLB	1762	771	4	79	2	906	216	0	0	0
bcBCUV	1758	684	4	105	4	961	222	0	0	0
bcBPDQ	1758	576	17	97	1	1067	187	0	0	0
bcCAFU	1757	698	8	57	0	994	205	0	0	0
bcAISY	1755	694	7	96	1	957	224	0	0	0
bcAKXC	1753	768	14	61	6	904	212	0	0	0
bcANGF	1754	884	7	47	3	813	210	0	0	0
bcBAWN	1750	600	4	84	1	1061	199	0	0	0
bcBYYM	1749	731	5	64	2	947	236	0	0	0
bcBXNE	1749	798	27	92	1	831	272	0	0	0
bcCCJK	1748	703	10	80	4	951	189	0	0	0
bcADNC	1748	806	2	90	4	846	228	0	0	0
bcBYST	1748	746	4	87	3	908	206	0	0	0
bcBQIP	1746	605	9	63	2	1067	232	0	0	0
bcAZQG	1745	606	9	78	1	1051	186	0	0	0
bcBRUF	1745	724	5	103	1	912	218	0	0	0
bcBHSM	1744	725	7	68	2	942	238	0	0	0
bcBPLY	1742	683	7	51	0	1001	202	0	0	0
bcAGAN	1742	683	9	83	2	965	233	0	0	0
bcAGZM	1742	712	1	85	1	943	225	0	0	0
bcBKCZ	1740	582	3	47	0	1108	189	0	0	0
bcAUNJ	1739	649	5	130	4	951	192	0	0	0
bcAZCX	1739	670	5	103	3	958	222	0	0	0
bcBTYL	1738	750	1	95	2	890	218	0	0	0
bcBCII	1738	697	3	88	0	950	225	0	0	0
bcBTDB	1736	625	5	72	7	1027	219	0	0	0
bcADXB	1736	730	5	56	1	944	242	0	0	0
bcBMKB	1735	599	2	87	4	1043	217	0	0	0
bcBFPJ	1734	795	18	67	1	853	258	0	0	0
bcBIRX	1733	706	7	97	1	922	221	0	0	0
bcAZOW	1731	621	1	87	3	1019	201	0	0	0
bcAPJE	1730	589	9	37	0	1095	170	0	0	0
bcBUVC	1728	640	4	51	0	1033	185	0	0	0
bcAHDC	1728	644	3	57	1	1023	224	0	0	0
bcBICS	1727	644	25	107	0	951	212	0	0	0
bcAIZH	1724	499	0	79	1	1145	195	0	0	0
bcAZPD	1722	761	17	60	1	883	206	0	0	0
bcBIHH	1722	666	4	85	3	964	225	0	0	0
bcBDRK	1722	727	2	53	4	936	212	0	0	0
bcBYFG	1722	712	13	47	4	946	201	0	0	0
bcBJVY	1719	668	1	67	3	980	184	0	0	0
bcASJL	1718	656	3	71	3	985	209	0	0	0
bcBTTU	1718	616	6	85	0	1011	205	0	0	0
bcAXLN	1717	624	4	58	1	1030	228	0	0	0
bcAZSQ	1717	762	2	71	4	878	242	0	0	0
bcABMD	1715	714	5	55	2	939	223	0	0	0
bcBVGN	1711	658	7	74	3	969	173	0	0	0
bcARBI	1710	679	2	56	0	973	191	0	0	0
bcBFXS	1708	763	9	61	0	875	209	0	0	0
bcARST	1706	602	3	80	1	1020	214	0	0	0
bcBSLR	1706	711	3	46	4	942	221	0	0	0
bcALSJ	1706	641	1	71	1	992	247	0	0	0
bcBSLA	1706	768	3	87	1	847	257	0	0	0
bcBIHS	1706	736	10	53	1	906	204	0	0	0
bcBTLI	1705	745	12	61	4	883	222	0	0	0
bcARRJ	1705	709	12	42	3	939	231	0	0	0
bcAYMQ	1702	632	6	94	2	968	171	0	0	0
bcBODH	1702	749	4	60	5	884	203	0	0	0
bcBJTU	1702	672	7	50	1	972	244	0	0	0
bcARCJ	1702	804	5	61	2	830	212	0	0	0
bcBQGR	1698	711	4	83	5	895	224	0	0	0
bcBUSW	1698	680	3	75	3	937	195	0	0	0
bcAHPM	1695	659	18	54	2	962	225	0	0	0
bcBHIY	1694	693	4	80	6	911	203	0	0	0
bcASUW	1693	576	3	31	0	1083	199	0	0	0
bcBPNO	1693	631	6	76	5	975	196	0	0	0
bcBSPM	1692	590	38	98	2	964	220	0	0	0
bcBHGE	1692	773	12	120	3	784	240	0	0	0
bcBTHY	1692	566	5	85	7	1029	209	0	0	0
bcAQIT	1691	613	4	71	1	1002	190	0	0	0
bcAVEY	1690	688	4	52	1	945	220	0	0	0
bcAZPE	1682	676	3	117	1	885	218	0	0	0
bcBVKZ	1681	743	5	52	2	879	204	0	0	0
bcBOMT	1681	598	8	66	2	1007	188	0	0	0
bcCCHF	1680	673	15	60	4	928	197	0	0	0
bcCACE	1679	626	6	99	1	947	210	0	0	0
bcAEOM	1677	583	5	69	4	1016	216	0	0	0
bcARCO	1677	567	8	64	3	1035	164	0	0	0
bcASLG	1676	690	4	89	6	887	221	0	0	0
bcAXMQ	1676	734	3	91	1	847	227	0	0	0
bcAJYV	1675	635	4	109	6	921	205	0	0	0
bcAFOW	1674	603	8	74	3	986	195	0	0	0
bcBRMH	1673	801	7	79	0	786	273	0	0	0
bcAOBA	1672	727	3	31	1	910	213	0	0	0
bcAPEG	1672	672	9	66	3	922	226	0	0	0
bcAFGX	1671	585	4	73	3	1006	189	0	0	0
bcAVIF	1671	581	11	48	1	1030	180	0	0	0
bcCBTJ	1670	706	2	100	0	862	227	0	0	0
bcATNQ	1669	593	5	113	6	952	199	0	0	0
bcBQSF	1667	609	2	44	3	1009	156	0	0	0
bcAACR	1666	692	2	60	1	911	185	0	0	0
bcBFWY	1665	637	3	82	1	942	182	0	0	0
bcAAKC	1665	840	5	67	0	753	204	0	0	0
bcADML	1664	638	19	46	2	959	184	0	0	0
bcBWRX	1660	571	17	129	3	940	198	0	0	0
bcAMPD	1659	635	5	88	2	929	243	0	0	0
bcBCRH	1659	668	2	88	3	898	229	0	0	0
bcBVVD	1658	689	23	45	1	900	253	0	0	0
bcAFNE	1657	631	6	67	1	952	201	0	0	0
bcBUAB	1657	627	14	68	0	948	197	0	0	0
bcBINN	1657	515	13	48	2	1079	187	0	0	0
bcBRRD	1657	616	4	77	1	959	231	0	0	0
bcBTCN	1655	625	1	68	1	960	187	0	0	0
bcBQBJ	1655	734	4	91	0	826	257	0	0	0
bcBGJR	1655	766	9	57	0	823	223	0	0	0
bcBGSJ	1654	620	1	99	1	933	214	0	0	0
bcBNOY	1653	610	2	98	0	943	197	0	0	0
bcBUOJ	1652	654	3	58	7	930	172	0	0	0
bcAVLO	1650	613	23	94	0	920	230	0	0	0
bcBMAJ	1650	681	9	97	1	862	251	0	0	0
bcBKZM	1650	636	4	39	2	969	205	0	0	0
bcBVUA	1650	598	31	95	1	925	206	0	0	0
bcBNJC	1648	780	5	51	0	812	250	0	0	0
bcAYFH	1646	762	4	70	4	806	231	0	0	0
bcBBVS	1645	628	2	145	1	869	222	0	0	0
bcBGJI	1645	654	18	79	1	893	214	0	0	0
bcCCHT	1643	586	8	90	2	957	235	0	0	0
bcBHSU	1642	672	16	107	1	846	212	0	0	0
bcAZUK	1642	679	13	68	5	877	238	0	0	0
bcAFGG	1641	663	14	51	0	913	221	0	0	0
bcAUCS	1641	632	32	62	0	915	241	0	0	0
bcCAGR	1641	735	30	67	0	809	229	0	0	0
bcAYEV	1640	583	4	82	1	970	166	0	0	0
bcADIZ	1638	575	15	77	0	971	199	0	0	0
bcAMTP	1638	647	4	46	0	941	213	0	0	0
bcAGIS	1636	645	6	71	2	912	217	0	0	0
bcCCLJ	1636	641	4	76	2	913	207	0	0	0
bcBYXF	1635	603	14	72	2	944	173	0	0	0
bcBCTN	1635	568	3	55	2	1007	190	0	0	0
bcBABE	1634	770	8	48	0	808	205	0	0	0
bcBYXC	1633	630	8	107	0	888	197	0	0	0
bcACNA	1633	632	2	74	0	925	190	0	0	0
bcAXTX	1633	741	0	50	0	842	193	0	0	0
bcBQGX	1633	590	2	72	1	968	167	0	0	0
bcBGCZ	1633	598	10	88	2	935	181	0	0	0
bcCCGN	1633	594	4	66	2	967	201	0	0	0
bcAORN	1632	652	28	55	0	897	226	0	0	0
bcBGMQ	1631	603	7	59	1	961	209	0	0	0
bcBGBH	1630	561	20	73	1	975	192	0	0	0
bcBHLQ	1629	615	8	89	0	917	222	0	0	0
bcAFMK	1628	623	3	62	4	936	182	0	0	0
bcBVBN	1628	679	13	76	5	855	187	0	0	0
bcBNDB	1627	563	3	100	3	958	173	0	0	0
bcABPJ	1627	599	8	110	0	910	211	0	0	0
bcBXKU	1627	795	6	89	4	733	225	0	0	0
bcBMVV	1627	588	9	120	3	907	215	0	0	0
bcAKWK	1626	687	1	72	2	864	211	0	0	0
bcARIE	1626	628	6	75	2	915	167	0	0	0
bcBCNS	1625	698	9	70	5	843	206	0	0	0
bcAGLX	1624	582	28	74	0	940	210	0	0	0
bcBAHC	1622	639	16	50	0	917	183	0	0	0
bcATXQ	1622	732	2	55	0	833	277	0	0	0
bcBQQA	1621	557	3	81	4	976	187	0	0	0
bcAKJF	1620	707	0	61	3	849	209	0	0	0
bcAGXK	1620	636	3	62	1	918	184	0	0	0
bcBTKA	1619	576	7	67	2	967	192	0	0	0
bcBCLP	1618	622	5	74	7	910	226	0	0	0
bcAIIQ	1614	631	2	84	3	894	189	0	0	0
bcBAXH	1614	660	6	88	2	858	199	0	0	0
bcAFIR	1614	565	2	67	3	977	183	0	0	0
bcARUD	1613	716	10	104	2	781	196	0	0	0
bcBQWB	1611	541	10	77	3	980	162	0	0	0
bcBJVD	1611	686	1	40	5	879	193	0	0	0
bcABGA	1610	601	5	90	1	913	239	0	0	0
bcAYOT	1610	730	2	56	1	821	193	0	0	0
bcBIWI	1609	628	3	79	0	899	218	0	0	0
bcATQL	1608	760	12	83	0	753	242	0	0	0
bcAOPB	1607	596	5	75	2	929	193	0	0	0
bcCAFN	1607	586	7	54	2	958	210	0	0	0
bcAVPG	1606	524	3	53	3	1023	193	0	0	0
bcBSDJ	1607	669	25	98	7	808	198	0	0	0
bcARSB	1606	639	5	70	1	891	204	0	0	0
bcAVXC	1606	531	7	83	3	982	191	0	0	0
bcBZCM	1603	724	14	59	3	803	201	0	0	0
bcBUOI	1602	684	14	60	1	843	226	0	0	0
bcBSBQ	1601	763	4	67	2	765	188	0	0	0
bcABFF	1600	648	9	88	5	850	219	0	0	0
bcBZCW	1600	484	1	71	1	1043	164	0	0	0
bcBLCM	1600	648	8	39	1	904	220	0	0	0
bcAXCD	1599	696	1	81	2	819	232	0	0	0
bcBPQE	1599	616	2	81	5	895	192	0	0	0
bcALWT	1599	642	4	54	3	896	240	0	0	0
bcALLS	1598	524	4	108	2	960	230	0	0	0
bcAXBY	1598	561	5	90	1	941	205	0	0	0
bcALAB	1596	571	8	40	1	976	188	0	0	0
bcBTIR	1596	657	0	53	3	883	206	0	0	0
bcACKS	1597	626	8	89	4	870	191	0	0	0
bcBNZB	1595	673	0	98	1	823	208	0	0	0
bcAOQS	1595	686	3	83	1	822	199	0	0	0
bcBAFI	1595	594	5	65	3	928	184	0	0	0
bcAJNI	1595	657	2	72	0	864	204	0	0	0
bcBKPU	1594	669	8	75	0	842	207	0	0	0
bcAYEK	1592	553	8	75	0	956	185	0	0	0
bcCCGW	1592	582	6	46	2	956	206	0	0	0
bcAONO	1592	652	7	106	6	821	173	0	0	0
bcBYWF	1591	601	4	80	3	903	177	0	0	0
bcBNLK	1590	703	18	59	0	810	234	0	0	0
bcBYLW	1589	645	2	78	2	862	213	0	0	0
bcATQB	1588	620	6	63	2	897	192	0	0	0
bcAJRN	1588	586	8	44	0	950	200	0	0	0
bcABZO	1588	716	12	40	5	815	185	0	0	0
bcADEV	1587	765	1	66	1	754	241	0	0	0
bcBCUA	1587	628	4	63	2	890	202	0	0	0
bcALND	1585	577	1	69	2	936	183	0	0	0
bcBKDY	1583	566	11	70	3	933	173	0	0	0
bcBZHX	1581	628	7	46	4	896	198	0	0	0
bcAQJN	1580	599	15	70	5	891	194	0	0	0
bcACOP	1579	627	6	80	5	861	206	0	0	0
bcAWOJ	1579	301	1	33	0	1244	66	0	0	0
bcALRS	1579	597	8	68	2	904	185	0	0	0
bcACAY	1578	617	50	73	0	838	206	0	0	0
bcBDWL	1578	580	7	53	2	936	168	0	0	0
bcBWTJ	1577	559	1	66	2	949	166	0	0	0
bcBIFP	1576	633	2	79	3	859	200	0	0	0
bcAYGM	1576	672	6	60	1	837	218	0	0	0
bcATTO	1575	579	1	81	0	914	196	0	0	0
bcABAJ	1574	686	4	67	0	817	185	0	0	0
bcBAHY	1574	617	2	65	1	889	190	0	0	0
bcAGLW	1574	558	4	75	2	935	207	0	0	0
bcAYWJ	1574	679	7	52	4	832	201	0	0	0
bcBTEN	1571	561	5	89	0	916	181	0	0	0
bcBJYF	1571	668	5	54	1	843	185	0	0	0
bcBQLY	1570	503	12	85	1	969	171	0	0	0
bcALLZ	1569	636	1	52	1	879	199	0	0	0
bcAXPM	1569	588	2	66	1	912	175	0	0	0
bcARDE	1568	700	10	55	2	801	215	0	0	0
bcBDDS	1568	541	1	81	2	943	175	0	0	0
bcAYUG	1567	603	8	62	3	891	205	0	0	0
bcBROC	1566	558	29	44	1	934	205	0	0	0
bcAISA	1563	620	6	65	1	871	200	0	0	0
bcAODT	1562	646	21	98	1	796	198	0	0	0
bcAKGL	1561	676	4	68	3	810	199	0	0	0
bcARUB	1561	600	3	77	2	879	168	0	0	0
bcARAN	1561	590	4	81	0	886	193	0	0	0
bcAJPP	1558	643	6	119	3	787	198	0	0	0
bcBNJY	1556	521	19	56	2	958	190	0	0	0
bcBSFE	1555	649	4	94	1	807	198	0	0	0
bcBPAF	1552	558	33	49	2	910	195	0	0	0
bcBSPU	1550	653	4	59	0	834	190	0	0	0
bcALYB	1550	660	16	50	1	823	222	0	0	0
bcAKLE	1548	541	2	80	0	925	186	0	0	0
bcALNW	1547	673	1	93	2	778	208	0	0	0
bcABHF	1547	483	5	35	3	1021	184	0	0	0
bcBICM	1546	556	7	58	1	924	192	0	0	0
bcBVVK	1546	710	5	67	1	763	238	0	0	0
bcAHVZ	1545	621	6	29	3	886	185	0	0	0
bcAONJ	1544	452	9	51	0	1032	174	0	0	0
bcAYGW	1544	573	3	97	27	844	172	0	0	0
bcBSHO	1543	589	8	90	4	852	181	0	0	0
bcAQGU	1542	654	6	94	1	787	176	0	0	0
bcAQJM	1543	517	16	92	2	916	174	0	0	0
bcAKCP	1541	547	5	101	2	886	193	0	0	0
bcAITP	1540	747	2	38	0	753	227	0	0	0
bcAHDJ	1540	625	6	32	1	876	220	0	0	0
bcBVJT	1539	678	1	50	2	808	203	0	0	0
bcAQFW	1538	658	23	57	1	799	197	0	0	0
bcBGKK	1537	630	4	66	3	834	194	0	0	0
bcBEWX	1537	626	3	79	5	824	170	0	0	0
bcBETN	1537	657	7	62	1	810	197	0	0	0
bcARBT	1536	605	7	53	3	868	182	0	0	0
bcBPII	1536	659	1	67	3	806	183	0	0	0
bcBKEG	1536	571	7	62	5	891	173	0	0	0
bcBVZQ	1535	700	4	52	1	778	203	0	0	0
bcBCAG	1535	678	3	62	2	790	183	0	0	0
bcBATO	1535	494	6	61	2	972	178	0	0	0
bcAYNV	1532	583	1	81	0	867	196	0	0	0
bcAHKR	1530	620	9	52	2	847	186	0	0	0
bcBSLK	1530	640	10	58	0	822	202	0	0	0
bcAWVT	1530	668	7	65	0	790	215	0	0	0
bcAKGX	1528	659	13	86	2	768	204	0	0	0
bcBVPZ	1528	599	6	31	1	891	172	0	0	0
bcBCEE	1527	532	9	80	1	905	150	0	0	0
bcADUL	1527	590	8	58	1	870	196	0	0	0
bcASWS	1527	614	10	39	2	862	197	0	0	0
bcBVYC	1525	601	15	68	0	841	236	0	0	0
bcBOSI	1524	602	5	58	1	858	200	0	0	0
bcBOWX	1523	512	7	54	1	949	207	0	0	0
bcAIUO	1522	665	4	60	2	791	209	0	0	0
bcAVIY	1519	656	3	58	3	799	183	0	0	0
bcAVCS	1518	573	6	105	1	833	195	0	0	0
bcAVAU	1515	670	9	42	3	791	233	0	0	0
bcBCZV	1515	655	7	51	0	802	176	0	0	0
bcAPBZ	1513	537	4	74	2	896	175	0	0	0
bcBETK	1512	648	8	37	2	817	197	0	0	0
bcBORC	1510	533	7	69	3	898	209	0	0	0
bcCBAD	1511	542	2	118	5	844	179	0	0	0
bcBMPS	1509	537	18	61	3	890	180	0	0	0
bcAYHM	1508	656	12	57	2	781	199	0	0	0
bcBBRE	1507	551	3	79	6	868	176	0	0	0
bcBSNB	1507	696	4	64	1	742	216	0	0	0
bcASZK	1506	708	5	41	0	752	226	0	0	0
bcBQJB	1504	623	2	59	3	817	220	0	0	0
bcBJYZ	1503	603	9	57	0	834	185	0	0	0
bcBQTY	1503	719	6	50	2	726	215	0	0	0
bcBNHC	1502	680	5	65	1	751	221	0	0	0
bcAXLQ	1502	558	13	65	1	865	180	0	0	0
bcARKZ	1501	562	2	94	8	835	172	0	0	0
bcAFGO	1501	658	4	67	0	772	180	0	0	0
bcAMIJ	1500	657	7	88	3	745	194	0	0	0
bcBKKQ	1500	732	7	56	2	703	232	0	0	0
bcBTCH	1499	571	15	110	3	800	192	0	0	0
bcBUXA	1499	626	6	52	2	813	227	0	0	0
bcBRGW	1498	621	8	81	4	784	198	0	0	0
bcACEM	1498	540	14	78	0	866	189	0	0	0
bcBJCS	1497	584	2	78	2	831	197	0	0	0
bcBGOQ	1497	616	3	70	1	807	179	0	0	0
bcAPRK	1496	566	4	47	4	875	208	0	0	0
bcBKCR	1496	648	4	59	3	782	206	0	0	0
bcAXNE	1496	723	3	91	0	679	226	0	0	0
bcAMIF	1495	635	5	60	3	792	201	0	0	0
bcAFID	1494	680	6	71	1	736	220	0	0	0
bcBUIL	1488	580	4	98	4	802	179	0	0	0
bcBGDB	1483	588	8	78	3	806	174	0	0	0
bcAHMW	1482	557	2	74	1	848	212	0	0	0
bcAPFF	1481	594	4	67	2	814	196	0	0	0
bcAZTZ	1480	551	3	115	1	810	194	0	0	0
bcBVUU	1479	547	2	39	2	889	187	0	0	0
bcBUMV	1478	609	5	48	7	809	176	0	0	0
bcADWE	1476	599	2	81	1	793	185	0	0	0
bcBVXV	1474	544	19	51	1	859	186	0	0	0
bcBPFW	1472	593	2	52	1	824	172	0	0	0
bcAHOX	1469	679	5	67	0	718	224	0	0	0
bcBYZN	1468	660	11	41	4	752	178	0	0	0
bcAVDK	1467	530	6	62	1	868	192	0	0	0
bcBFRH	1466	415	16	59	4	972	159	0	0	0
bcAESH	1464	579	5	61	12	807	190	0	0	0
bcBRFP	1464	584	5	68	0	807	190	0	0	0
bcBNJW	1463	561	10	82	3	807	190	0	0	0
bcASIV	1463	639	6	90	1	727	209	0	0	0
bcCAMP	1463	647	2	94	4	716	189	0	0	0
bcARRY	1463	563	17	70	0	813	194	0	0	0
bcBYPM	1462	615	0	106	0	741	178	0	0	0
bcBNKL	1462	582	4	56	1	819	171	0	0	0
bcBVGV	1461	644	9	79	0	729	188	0	0	0
bcBIPR	1459	582	11	67	5	794	189	0	0	0
bcASVF	1458	613	4	68	7	766	190	0	0	0
bcBAIF	1457	608	6	65	2	776	189	0	0	0
bcBRDR	1457	570	8	63	0	816	208	0	0	0
bcAORX	1457	518	5	58	0	876	185	0	0	0
bcABCE	1456	635	4	85	1	731	185	0	0	0
bcBIYB	1456	550	5	47	0	854	186	0	0	0
bcBXDO	1455	551	3	49	1	851	208	0	0	0
bcBUGQ	1454	698	1	40	5	710	205	0	0	0
bcAFIM	1454	592	5	76	0	781	185	0	0	0
bcBOMD	1453	548	3	73	3	826	176	0	0	0
bcAHEM	1452	562	16	74	1	799	204	0	0	0
bcAKEU	1452	624	9	60	4	755	203	0	0	0
bcCAZQ	1450	642	20	57	1	730	204	0	0	0
bcBCQO	1450	599	3	87	2	759	201	0	0	0
bcBRIR	1448	572	6	59	1	810	171	0	0	0
bcBCEU	1447	639	6	71	3	728	187	0	0	0
bcAFHQ	1446	583	3	52	3	805	180	0	0	0
bcARLN	1442	465	14	99	4	860	151	0	0	0
bcBHOV	1441	541	3	86	5	806	164	0	0	0
bcBVLQ	1441	509	12	58	1	861	156	0	0	0
bcAFIC	1440	644	23	79	1	693	191	0	0	0
bcBWTF	1440	549	1	86	0	804	145	0	0	0
bcBYAO	1439	568	8	55	2	806	169	0	0	0
bcARRS	1439	624	7	75	2	731	187	0	0	0
bcANYS	1439	590	6	47	1	795	196	0	0	0
bcBJYO	1438	543	10	43	3	839	186	0	0	0
bcAXJJ	1437	563	4	72	3	795	164	0	0	0
bcBZSP	1434	606	2	66	1	759	192	0	0	0
bcBMGE	1434	611	2	59	2	760	207	0	0	0
bcBALT	1433	606	2	57	0	768	209	0	0	0
bcAKGU	1432	545	8	131	3	745	188	0	0	0
bcBCVC	1431	533	7	60	3	828	155	0	0	0
bcBBOW	1432	555	7	71	2	797	200	0	0	0
bcAHPS	1430	621	2	63	0	744	202	0	0	0
bcBIEV	1430	589	10	54	0	777	182	0	0	0
bcBOXO	1429	668	2	60	3	696	214	0	0	0
bcALHF	1428	574	5	68	2	779	184	0	0	0
bcAABM	1428	504	4	46	0	874	153	0	0	0
bcAXMV	1425	621	7	84	0	713	207	0	0	0
bcBWCP	1425	596	12	100	0	717	210	0	0	0
bcAWVL	1424	604	2	59	1	758	169	0	0	0
bcADRR	1424	508	4	56	1	855	187	0	0	0
bcBVXU	1424	485	20	84	1	834	170	0	0	0
bcARSV	1422	564	9	103	3	743	157	0	0	0
bcALBR	1421	662	9	61	1	688	199	0	0	0
bcAMQE	1421	539	4	52	0	826	181	0	0	0
bcBEFX	1419	401	4	50	2	962	176	0	0	0
bcAZKK	1418	524	3	62	6	823	167	0	0	0
bcAOQE	1418	533	6	76	1	802	187	0	0	0
bcAORU	1416	599	2	61	0	754	197	0	0	0
bcAFRW	1415	637	9	84	3	682	192	0	0	0
bcBVRV	1415	537	15	96	0	767	180	0	0	0
bcAXYI	1414	605	2	70	2	735	199	0	0	0
bcBWWY	1414	508	5	32	2	867	180	0	0	0
