Barcode	Reads	Reads with unique alignment	Reads with unique alignment within shorter distance of 3'-end	Reads with less than `m` multiple alignments	Reads with more than than `m` multiple alignments	Reads with no alignments	UMIFM	Ambig UMIFM (between 2 genes)	Ambig UMIFM (between 3 genes)	Ambig UMIFM (between more than 3 genes)
bcBVPU	1505	42	2	4	0	1457	31	0	0	0
bcALCT	1500	571	3	10	2	914	424	0	0	0
bcARQK	1494	209	6	16	0	1263	168	0	0	0
bcBMYC	1494	152	1	12	0	1329	117	0	0	0
bcABEC	1492	195	2	10	0	1285	150	0	0	0
bcAZTZ	1487	583	5	30	0	869	440	0	0	0
bcBVSA	1482	21	0	9	0	1452	16	0	0	0
bcAOQL	1479	416	7	15	1	1040	326	0	0	0
bcADWM	1473	357	1	15	1	1099	246	0	0	0
bcAXSY	1469	67	1	4	0	1397	49	0	0	0
bcBVXD	1467	80	1	6	0	1380	65	0	0	0
bcBOQT	1464	643	9	30	2	780	517	0	0	0
bcBQDX	1462	611	2	14	1	834	437	0	0	0
bcBHRW	1459	502	9	21	0	927	392	0	0	0
bcBWIN	1459	55	1	5	0	1398	50	0	0	0
bcAGZB	1457	24	1	7	0	1425	23	0	0	0
bcAVYP	1452	621	8	26	1	796	496	0	0	0
bcANDV	1450	97	2	5	0	1346	70	0	0	0
bcAECU	1435	452	4	17	0	962	352	0	0	0
bcAJTU	1429	153	3	11	0	1262	140	0	0	0
bcALTM	1421	372	5	11	2	1031	248	0	0	0
bcBIUL	1419	616	7	35	0	761	469	0	0	0
bcBAAW	1415	58	3	6	0	1348	51	0	0	0
bcAFPT	1414	71	2	7	0	1334	57	0	0	0
bcBNNE	1415	67	3	6	1	1338	57	0	0	0
bcCCGJ	1413	643	8	27	2	733	477	0	0	0
bcBFXS	1402	135	2	9	1	1255	110	0	0	0
bcAXZG	1397	654	5	23	1	714	527	0	0	0
bcBQOT	1396	595	1	18	1	781	455	0	0	0
bcBHEI	1393	65	5	7	1	1315	58	0	0	0
bcAFFS	1387	638	11	28	0	710	575	0	0	0
bcAKRI	1384	583	8	26	3	764	450	0	0	0
bcAPVQ	1378	538	5	22	0	813	368	0	0	0
bcAIRA	1371	592	6	22	0	751	461	0	0	0
bcAZEX	1371	629	3	27	0	712	472	0	0	0
bcATJE	1370	47	0	2	0	1321	34	0	0	0
bcACIN	1366	98	4	8	0	1256	76	0	0	0
bcAXIN	1364	178	4	10	0	1172	140	0	0	0
bcBFRH	1364	330	2	8	0	1024	254	0	0	0
bcARSC	1362	525	1	12	0	824	310	0	0	0
bcARSX	1360	337	7	20	1	995	249	0	0	0
bcANMS	1348	572	11	28	2	735	423	0	0	0
bcASCK	1345	208	2	12	1	1122	171	0	0	0
bcAUNW	1345	535	2	18	0	790	346	0	0	0
bcBKJV	1344	621	6	18	1	698	472	0	0	0
bcANIU	1340	65	1	4	0	1270	52	0	0	0
bcAZLL	1339	553	8	23	1	754	427	0	0	0
bcBWHU	1337	30	3	5	0	1299	31	0	0	0
bcARGP	1335	171	7	8	0	1149	149	0	0	0
bcAZPQ	1331	35	4	5	0	1287	37	0	0	0
bcAUNT	1328	573	7	27	0	721	418	0	0	0
bcAMPK	1328	52	3	5	0	1268	45	0	0	0
bcBIZN	1315	145	5	18	0	1147	124	0	0	0
bcBTVP	1305	80	2	18	0	1205	67	0	0	0
bcAHID	1299	37	2	13	0	1247	36	0	0	0
bcAZPP	1297	145	2	8	0	1142	114	0	0	0
bcCAAQ	1297	67	3	8	0	1219	52	0	0	0
bcBIEZ	1296	38	1	7	0	1250	33	0	0	0
bcAWQC	1292	191	3	6	0	1092	150	0	0	0
bcBHTJ	1285	207	3	3	0	1072	153	0	0	0
bcBYAZ	1275	407	1	4	1	862	260	0	0	0
bcBPLX	1275	69	2	9	0	1195	63	0	0	0
bcBJNN	1267	71	2	13	0	1181	54	0	0	0
bcAISA	1264	24	2	4	0	1234	21	0	0	0
bcBASR	1263	19	2	8	0	1234	20	0	0	0
bcAIOH	1259	281	7	22	0	949	231	0	0	0
bcAPRP	1257	150	4	8	0	1095	120	0	0	0
bcASSM	1255	128	4	6	1	1116	94	0	0	0
bcBLZV	1254	569	4	16	1	664	436	0	0	0
bcBYAH	1247	95	0	14	1	1137	72	0	0	0
bcBMDL	1246	306	3	15	0	922	237	0	0	0
bcAYWA	1238	45	2	2	0	1189	37	0	0	0
bcAIGY	1235	20	1	9	0	1205	19	0	0	0
bcBNCC	1230	144	2	10	0	1074	113	0	0	0
bcAHWJ	1228	601	1	8	0	618	424	0	0	0
bcADQP	1227	417	6	21	1	782	295	0	0	0
bcAOXS	1221	118	5	11	0	1087	90	0	0	0
bcAGXG	1217	400	3	8	0	806	283	0	0	0
bcAYMV	1213	42	4	3	1	1163	37	0	0	0
bcALRZ	1212	40	2	7	0	1163	33	0	0	0
bcBHUT	1206	53	5	11	0	1137	56	0	0	0
bcAQSP	1204	201	5	15	1	982	162	0	0	0
bcAHZR	1203	32	5	2	0	1164	31	0	0	0
bcATUV	1203	53	0	3	1	1146	45	0	0	0
bcAWTK	1200	33	1	6	1	1159	32	0	0	0
bcAJEI	1200	169	0	11	2	1018	137	0	0	0
bcBPGP	1198	433	4	10	0	751	270	0	0	0
bcBCWO	1198	450	5	29	1	713	346	0	0	0
bcBAAG	1196	26	2	3	0	1165	27	0	0	0
bcALCH	1196	488	8	14	0	686	413	0	0	0
bcBFOQ	1192	31	4	3	0	1154	31	0	0	0
bcBICL	1192	145	2	6	0	1039	116	0	0	0
bcBKJJ	1185	479	6	22	0	678	367	0	0	0
bcBIZF	1185	494	6	12	1	672	348	0	0	0
bcAAMW	1183	347	4	14	1	817	269	0	0	0
bcBNDA	1182	178	2	3	0	999	124	0	0	0
bcAOPH	1177	24	2	5	0	1146	24	0	0	0
bcAPIO	1172	468	6	23	0	675	376	0	0	0
bcASRB	1172	141	5	5	0	1021	122	0	0	0
bcBYYQ	1172	419	2	11	3	737	320	0	0	0
bcBMZM	1170	150	4	5	0	1011	108	0	0	0
bcABTV	1170	158	3	5	0	1004	126	0	0	0
bcAICE	1169	144	0	8	0	1017	118	0	0	0
bcBUNG	1164	248	9	17	1	889	212	0	0	0
bcBOQL	1161	531	9	15	0	606	485	0	0	0
bcALDE	1161	143	2	6	0	1010	122	0	0	0
bcBWMZ	1153	503	5	15	2	628	386	0	0	0
bcAKIJ	1144	40	4	5	0	1095	41	0	0	0
bcBAXI	1141	151	2	8	0	980	118	0	0	0
bcBPJZ	1140	146	1	11	0	982	113	0	0	0
bcBPSF	1139	138	2	4	0	995	105	0	0	0
bcBXMH	1139	487	12	24	1	615	382	0	0	0
bcBEWL	1139	133	7	2	0	997	111	0	0	0
bcAXYB	1137	481	4	19	2	631	348	0	0	0
bcBZOD	1136	33	1	8	1	1093	33	0	0	0
bcAWSR	1136	436	4	15	0	681	327	0	0	0
bcAOMU	1134	157	4	8	0	965	125	0	0	0
bcAFSH	1132	280	5	10	1	836	242	0	0	0
bcAKWA	1129	155	7	10	1	956	128	0	0	0
bcBJGY	1122	113	0	4	1	1004	87	0	0	0
bcBQKS	1122	39	2	3	0	1078	37	0	0	0
bcBQJO	1118	114	2	14	0	988	88	0	0	0
bcBZHM	1116	478	5	12	1	620	375	0	0	0
bcASOM	1113	106	0	19	1	987	78	0	0	0
bcAWMR	1112	43	3	4	0	1062	39	0	0	0
bcACRK	1112	150	3	6	0	953	122	0	0	0
bcAHUI	1111	155	1	5	0	950	117	0	0	0
bcBOEX	1108	15	0	3	0	1090	14	0	0	0
bcBXYA	1107	468	7	16	0	616	380	0	0	0
bcBWGX	1104	20	2	8	1	1073	21	0	0	0
bcBYIH	1103	159	5	4	0	935	120	0	0	0
bcBUJK	1101	139	1	12	0	949	118	0	0	0
bcAZNS	1101	490	7	12	0	592	397	0	0	0
bcAWPX	1097	138	0	10	0	949	109	0	0	0
bcAGIJ	1096	358	1	14	2	721	284	0	0	0
bcBAJQ	1091	118	1	7	0	965	95	0	0	0
bcACPO	1089	23	3	7	0	1056	21	0	0	0
bcBBTI	1087	132	1	7	0	947	107	0	0	0
bcBDDH	1087	233	2	9	1	842	171	0	0	0
bcBVLW	1085	132	6	13	0	934	116	0	0	0
bcBLIA	1084	24	0	6	1	1053	23	0	0	0
bcBCGA	1083	245	9	20	0	809	197	0	0	0
bcBXJJ	1081	50	0	10	0	1021	39	0	0	0
bcBEKD	1079	385	4	26	0	664	296	0	0	0
bcBNGQ	1078	160	2	14	0	902	110	0	0	0
bcBUMM	1077	155	2	7	1	912	111	0	0	0
bcALNP	1076	150	5	8	0	913	119	0	0	0
bcAOSV	1076	181	1	7	0	887	136	0	0	0
bcANDO	1072	174	0	5	0	893	133	0	0	0
bcBKGS	1072	169	2	2	1	898	123	0	0	0
bcAIRT	1067	41	1	2	0	1023	36	0	0	0
bcARWS	1067	35	1	8	0	1023	27	0	0	0
bcBBOS	1065	146	5	11	0	903	123	0	0	0
bcBNJF	1063	161	2	7	0	893	119	0	0	0
bcBAGC	1060	86	2	3	0	969	69	0	0	0
bcBLLL	1052	26	2	4	0	1020	23	0	0	0
bcBAFV	1051	111	0	7	0	933	87	0	0	0
bcAAYB	1049	22	2	2	0	1023	23	0	0	0
bcBKHL	1046	37	1	6	0	1002	31	0	0	0
bcAOCL	1045	155	0	8	0	882	125	0	0	0
bcAKGK	1034	38	0	2	0	994	29	0	0	0
bcAPQX	1033	101	2	10	0	920	81	0	0	0
bcBDWC	1031	120	0	6	1	904	94	0	0	0
bcAZJK	1029	134	2	4	0	889	105	0	0	0
bcBPND	1027	106	5	9	0	907	85	0	0	0
bcAGIK	1023	161	2	6	0	854	131	0	0	0
bcCADV	1022	10	1	2	1	1008	10	0	0	0
bcBCNW	1021	194	6	16	2	803	143	0	0	0
bcAPMO	1019	112	4	6	0	897	92	0	0	0
bcBSTH	1014	37	2	4	0	971	30	0	0	0
bcBXLW	1009	50	2	3	0	954	40	0	0	0
bcBROO	1009	33	0	1	0	975	21	0	0	0
bcBIKU	1008	322	1	17	1	667	240	0	0	0
bcASXR	1005	17	3	7	0	978	19	0	0	0
bcBJBF	1000	101	4	11	0	884	84	0	0	0
bcALJY	997	84	3	7	0	903	73	0	0	0
bcARCR	997	155	1	5	0	836	109	0	0	0
bcADTQ	993	100	3	4	0	886	92	0	0	0
bcBIRM	989	151	1	9	0	828	114	0	0	0
bcAXJG	986	91	3	6	0	886	80	0	0	0
bcBDSH	982	193	2	11	0	776	165	0	0	0
bcACSM	981	383	3	15	0	580	276	0	0	0
bcBMUU	980	419	5	19	1	536	263	0	0	0
bcABWE	980	128	2	12	0	838	98	0	0	0
bcAXZM	980	75	2	5	1	897	68	0	0	0
bcBDIB	978	18	0	2	0	958	16	0	0	0
bcBKDK	979	133	3	9	1	833	119	0	0	0
bcAOCI	977	62	1	4	0	910	51	0	0	0
bcAFQK	975	83	2	2	0	888	67	0	0	0
bcAJAW	974	282	6	15	0	671	236	0	0	0
bcASRH	974	120	1	3	0	850	97	0	0	0
bcBIFS	973	148	2	7	2	814	118	0	0	0
bcAURE	971	49	3	5	0	914	48	0	0	0
bcBNFF	969	82	1	4	0	882	67	0	0	0
bcASWF	968	57	3	2	0	906	48	0	0	0
bcASMH	968	117	1	3	1	846	97	0	0	0
bcBDYZ	967	138	6	5	0	818	103	0	0	0
bcBILE	968	126	4	10	1	827	109	0	0	0
bcATIT	966	113	2	9	0	842	92	0	0	0
bcBXLG	963	55	1	8	1	898	46	0	0	0
bcAHXM	963	354	3	5	0	601	220	0	0	0
bcATSB	962	32	0	3	0	927	25	0	0	0
bcAUKP	960	455	1	3	0	501	278	0	0	0
bcBTFW	960	136	3	5	2	814	116	0	0	0
bcBIFR	960	122	4	21	0	813	109	0	0	0
bcAKUZ	956	131	6	13	0	806	98	0	0	0
bcAUTK	956	339	2	13	1	601	262	0	0	0
bcAGBO	955	145	3	6	0	801	111	0	0	0
bcABSL	953	87	0	9	0	857	66	0	0	0
bcAOQM	952	27	2	6	0	917	24	0	0	0
bcARZX	952	280	7	17	0	648	236	0	0	0
bcAXKE	950	63	3	2	0	882	53	0	0	0
bcAOTN	950	26	2	9	0	913	24	0	0	0
bcAEQP	949	146	3	7	1	792	112	0	0	0
bcABZP	949	157	0	5	0	787	116	0	0	0
